6380	1538	5944	5929	4554
7212	2123	4053	4491	2967
1780	1101	5272	5425	3014
5627	6148	2608	6378	9966
7551	9421	9541	5615	3264
7260	8807	8343	3145	4872
7496	1907	8656	5310	5165
7533	7545	3540	1670	4065
8600	3517	8729	4964	7636
6075	6895	9869	4574	5573
9322	9329	3686	2092	2407
8865	6026	1783	501	3223
7240	1909	8286	7412	510
3010	1494	54	9853	4427
8508	5506	9498	2086	8175
5631	873	9699	7485	3335
3691	84	1063	5581	3398
3732	2131	3491	3047	480
6823	2874	3028	5161	2431
5832	4737	2827	2917	4239
4706	3021	9972	3974	9452
3932	2454	5955	7345	2171
1293	5672	8571	6965	2462
5926	19	4496	1846	3008
6319	5268	1143	6917	7744
9151	774	4264	8636	7570
6383	1173	2098	8069	6742
1413	687	6504	1572	73
6765	8735	1770	6848	2496
6704	6278	5336	6624	7664
6199	3549	2869	3506	9481
7044	2574	8889	5105	6887
4624	6414	5692	4377	3188
9307	7234	3068	5919	4000
9575	5065	6111	2516	4051
3727	1293	6854	9971	5342
9140	5121	7604	7837	3169
3712	7662	9560	2141	3831
1032	3678	1012	2208	8988
2296	8586	8922	1075	7282
2361	6199	1810	1601	2060
2939	8020	3169	5324	1546
2227	170	5489	5954	7142
1010	3462	6814	6484	4770
2528	2750	1199	3985	7737
8059	9223	7153	2046	6235
1937	3957	2913	1530	4038
9907	280	99	2586	7733
2914	916	9875	8307	1663
8584	6006	4291	1851	125
8660	1091	4273	3005	5209
2431	4994	9968	9805	2400
2037	7317	3853	1598	6497
8604	1381	1494	643	615
4821	9438	8133	8093	7285
3079	5862	380	8078	4775
3233	9336	9233	1056	8814
7528	3706	5970	4307	5092
4365	4730	3762	9405	4585
2522	6832	6985	8370	2851
4442	3222	181	6191	6347
3447	5235	2453	7513	8704
7982	4672	8989	9406	8438
325	2578	7432	1231	8161
3734	5622	1860	6996	8525
5554	9993	8675	6631	907
3954	4199	8265	571	8955
3356	5825	9134	3526	443
2022	1893	8991	8540	746
9855	2914	571	5476	9596
3715	8921	8000	7825	7495
3671	3022	4916	5662	2934
9679	6100	6137	9207	8069
3243	1376	1918	4380	7423
7646	9698	9668	6672	842
8736	1143	8080	6208	724
6016	7451	7082	2779	6665
6871	2372	1481	1488	6464
2256	9536	667	8946	4747
9576	2233	802	6347	1639
5257	180	2322	6191	6495
8935	6775	2998	3886	1176
9306	1995	4278	8642	8400
5118	25	6068	9221	8001
1474	4888	8352	7462	7798
5522	6596	7900	3044	897
7640	9822	5061	8417	6154
1748	1774	6626	2472	3411
5437	4534	2393	9255	9737
2101	5240	3929	8410	7936
7041	1126	6077	5816	5497
8769	4924	7350	2059	1924
1235	6537	3486	6624	741
748	2682	3579	466	6508
718	8899	3526	5078	5919
2817	7491	9254	3327	1015
4243	4909	5705	9700	3787
8251	3335	2908	2312	402
4185	4095	7534	3513	630
4991	1703	6880	5764	1907
6418	4552	4666	1236	1468
4073	6809	2197	6445	2073
9532	1761	3217	6685	4462
8247	1491	1794	2979	3903
5983	7355	1045	3203	386
7290	6309	2383	7519	3856
8316	6978	9887	1159	7247
6424	2338	5067	6846	6369
6005	7571	6165	1051	4063
6585	3653	9960	274	997
894	3464	4208	1365	9674
4188	6282	4885	7556	5903
1717	8057	3431	6560	269
5487	5599	4199	5392	6929
9331	4974	6966	1621	4239
11	2138	9398	5999	8630
4275	6683	7456	2956	4705
5505	8265	787	4707	4402
3053	5850	4078	2495	5793
9831	4838	3306	6692	4390
5300	9296	4564	2474	5970
6167	5415	6214	7358	4668
1907	3912	6223	8440	8242
4107	5318	3683	9076	217
4894	7900	2207	9097	2797
750	331	9634	5065	9624
7074	1577	5566	740	3428
3592	6814	4144	5193	6289
1795	3458	4242	3179	8875
2199	1404	4175	9265	5962
3284	7429	7818	3656	4885
4237	1270	3513	7034	9748
4158	9328	8265	7672	3151
7860	2998	9050	8455	4187
1133	4075	8002	2925	7243
1131	9480	9116	2506	1867
306	3271	8523	1549	2055
9205	3290	9446	3880	6700
5887	6221	3725	6072	8979
3554	2095	9576	2764	732
4655	954	7993	8333	6514
674	5238	3444	8174	8018
9055	2164	9630	6919	2376
6424	7451	5999	4841	4484
1394	4747	8587	8167	1300
1303	2813	1194	4698	855
9737	9029	7530	9037	6568
349	9777	3976	8634	8107
5092	5988	968	864	7190
5252	8802	6975	9295	2047
3837	53	684	3984	4320
5576	5221	9875	833	5295
697	2263	7217	5382	5626
639	3227	9377	3129	5324
6954	4075	8887	8198	2367
2851	1665	7027	3946	2296
7220	2651	653	7676	9788
2557	9352	6827	8371	2014
6	5475	1981	6625	6837
4659	6184	9902	2738	1442
3665	9471	8910	4461	7359
1244	9612	4543	2957	9402
7624	7168	8118	4670	3218
4858	332	2565	7478	8818
2721	3947	9303	3016	4065
9833	5705	2796	7126	1003
7086	6614	9469	9048	9486
7763	9245	9049	4113	2889
7119	4875	2475	5263	7084
4589	7294	229	1195	2887
4053	7750	9613	7068	4725
8885	5309	4571	4684	6239
960	4101	6696	5705	1688
1825	1425	5302	516	6768
3787	5097	6464	7831	2813
1062	3845	4808	5415	7345
8125	4702	1093	7998	4154
4178	3820	4338	1578	9136
6245	5874	2835	1878	4157
5921	2864	1814	1088	137
8240	4309	3478	2726	1921
9931	6755	8190	4757	4560
2457	6881	7241	4995	9370
723	4915	9664	2431	8397
9520	851	5655	3440	6411
4170	5201	4463	1011	2010
2838	6338	8799	6640	554
6785	2251	9195	5187	4686
5299	3749	5343	6205	8057
370	6226	1084	313	3737
395	5559	5934	5705	1363
9997	6309	822	8428	4708
7533	1000	6589	7633	2633
260	8239	9132	492	8410
3775	4144	5001	7809	8868
541	5273	8990	2336	4029
5956	9118	8213	6629	3036
706	7300	274	562	4154
5454	9663	9035	4569	7591
8459	8261	563	225	2692
562	4978	3174	5934	5012
5090	2608	8938	2481	3647
